backend,store_size,dom_cat,dom_ratio,seg_mv,seg_cwv,scs,correct_mv,correct_cwv
KoBERT,20,4,0.6,4,4,0.139753,1,1
KoBERT,20,1,0.7,1,1,0.239266,1,1
KoBERT,20,7,0.65,7,7,0.125158,1,1
KoBERT,20,3,0.85,3,3,0.239266,1,1
KoBERT,20,5,0.65,5,5,0.222859,1,1
KoBERT,20,7,0.85,7,7,0.313577,1,1
KoBERT,20,5,1.0,5,5,0.738497,1,1
KoBERT,20,2,0.9,2,2,0.46006,1,1
KoBERT,20,5,0.65,5,5,0.239266,1,1
KoBERT,20,3,0.7,3,3,0.211774,1,1
KoBERT,20,7,0.6,7,7,0.076752,1,1
KoBERT,20,6,0.85,6,6,0.395662,1,1
KoBERT,20,4,1.0,4,4,0.486386,1,1
KoBERT,20,5,0.65,5,5,0.239266,1,1
KoBERT,20,1,0.85,1,1,0.486386,1,1
KoBERT,20,4,0.6,4,4,0.126486,1,1
KoBERT,20,5,0.65,5,5,0.230771,1,1
KoBERT,20,2,0.85,2,2,0.46006,1,1
KoBERT,20,3,0.9,3,3,0.150456,1,1
KoBERT,20,1,0.7,1,1,0.289372,1,1
KoBERT,20,8,0.65,8,8,0.222859,1,1
KoBERT,20,8,0.9,8,8,0.46006,1,1
KoBERT,20,3,0.6,3,3,0.097179,1,1
KoBERT,20,2,0.6,2,2,0.165701,1,1
KoBERT,20,1,0.65,1,1,0.230771,1,1
KoBERT,20,6,0.95,6,6,0.46006,1,1
KoBERT,20,7,0.85,7,7,0.273782,1,1
KoBERT,20,8,0.8,8,8,0.348187,1,1
KoBERT,20,9,0.7,9,9,0.178485,1,1
KoBERT,20,2,0.8,2,2,0.273782,1,1
KoBERT,20,8,0.95,8,8,0.738497,1,1
KoBERT,20,5,0.95,5,5,0.573615,1,1
KoBERT,20,1,0.9,1,1,0.377016,1,1
KoBERT,20,2,0.8,2,2,0.204554,1,1
KoBERT,20,3,0.95,3,3,0.284926,1,1
KoBERT,20,7,0.7,7,7,0.190873,1,1
KoBERT,20,0,0.65,0,0,0.116893,1,1
KoBERT,20,5,0.85,5,5,0.377016,1,1
KoBERT,20,3,0.85,3,3,0.219522,1,1
KoBERT,20,1,0.6,1,1,0.20899,1,1
KoBERT,20,2,0.75,2,2,0.252046,1,1
KoBERT,20,1,0.85,1,1,0.395662,1,1
KoBERT,20,10,0.9,10,10,0.573615,1,1
KoBERT,20,6,0.95,6,6,0.377016,1,1
KoBERT,20,6,0.75,6,6,0.252046,1,1
KoBERT,20,3,0.8,3,3,0.230771,1,1
KoBERT,20,8,1.0,8,8,0.738497,1,1
KoBERT,20,1,1.0,1,1,1.0,1,1
KoBERT,20,4,0.8,4,4,0.342191,1,1
KoBERT,20,1,0.6,1,1,0.201956,1,1
KoBERT,20,8,0.65,8,8,0.170848,1,1
KoBERT,20,4,0.65,4,4,0.20899,1,1
KoBERT,20,7,0.85,7,7,0.239266,1,1
KoBERT,20,9,0.9,9,9,0.273782,1,1
KoBERT,20,4,0.95,4,4,0.342191,1,1
KoBERT,20,8,0.85,8,8,0.46006,1,1
KoBERT,20,10,1.0,10,10,0.573615,1,1
KoBERT,20,8,0.65,8,8,0.190873,1,1
KoBERT,20,4,0.8,4,4,0.395662,1,1
KoBERT,20,3,1.0,3,3,0.195379,1,1
KoBERT,20,2,0.75,2,2,0.239266,1,1
KoBERT,20,9,0.7,9,9,0.242637,1,1
KoBERT,20,2,0.95,2,2,0.395662,1,1
KoBERT,20,2,0.7,2,2,0.273782,1,1
KoBERT,20,8,0.75,8,8,0.195379,1,1
KoBERT,20,1,0.8,1,1,0.395662,1,1
KoBERT,20,5,0.75,5,5,0.273782,1,1
KoBERT,20,0,0.85,0,0,0.273782,1,1
KoBERT,20,6,0.85,6,6,0.46006,1,1
KoBERT,20,5,0.8,5,5,0.377016,1,1
KoBERT,20,5,0.75,5,5,0.342191,1,1
KoBERT,20,3,0.7,3,3,0.153329,1,1
KoBERT,20,7,0.65,7,7,0.170848,1,1
KoBERT,20,3,0.85,3,3,0.170848,1,1
KoBERT,20,10,1.0,10,10,0.738497,1,1
KoBERT,20,5,1.0,5,5,1.0,1,1
KoBERT,20,10,0.6,10,10,0.201956,1,1
KoBERT,20,3,1.0,3,3,0.178485,1,1
KoBERT,20,8,0.75,8,8,0.204554,1,1
KoBERT,20,6,0.9,6,6,0.612663,1,1
KoBERT,20,9,0.65,9,9,0.126486,1,1
KoBERT,20,5,0.65,5,5,0.273782,1,1
KoBERT,20,5,0.65,5,5,0.242637,1,1
KoBERT,20,0,0.95,0,0,0.303575,1,1
KoBERT,20,8,0.8,8,8,0.327259,1,1
KoBERT,20,8,1.0,8,8,0.738497,1,1
KoBERT,20,8,0.95,8,8,0.486386,1,1
KoBERT,20,7,0.65,7,7,0.204554,1,1
KoBERT,20,7,0.65,7,7,0.165701,1,1
KoBERT,20,2,0.85,2,2,0.230771,1,1
KoBERT,20,6,0.7,6,6,0.182165,1,1
KoBERT,20,10,0.95,10,10,0.377016,1,1
KoBERT,20,5,0.9,5,5,0.573615,1,1
KoBERT,20,5,0.95,5,5,0.46006,1,1
KoBERT,20,10,1.0,10,10,0.738497,1,1
KoBERT,20,9,0.75,9,9,0.313577,1,1
KoBERT,20,3,0.75,3,3,0.239266,1,1
KoBERT,20,1,0.85,1,1,0.342191,1,1
KoBERT,20,1,0.65,1,1,0.211774,1,1
KoBERT,20,4,0.75,4,4,0.273782,1,1
KoBERT,20,8,0.95,8,8,0.258281,1,1
KoBERT,20,7,0.95,7,7,0.313577,1,1
KoBERT,20,10,0.9,10,10,0.313577,1,1
KoBERT,20,7,0.9,7,7,0.377016,1,1
KoBERT,20,10,0.65,10,10,0.258281,1,1
KoBERT,20,3,0.85,3,3,0.377016,1,1
KoBERT,20,2,0.6,2,2,0.170848,1,1
KoBERT,20,6,0.95,6,6,0.327259,1,1
KoBERT,20,9,0.95,9,9,0.46006,1,1
KoBERT,20,10,0.9,10,10,0.486386,1,1
KoBERT,20,1,0.8,1,1,0.273782,1,1
KoBERT,20,4,0.95,4,4,0.377016,1,1
KoBERT,20,2,0.95,2,2,0.284926,1,1
KoBERT,20,0,1.0,0,0,0.486386,1,1
KoBERT,20,3,0.7,3,3,0.252046,1,1
KoBERT,20,7,0.95,7,7,0.289372,1,1
KoBERT,20,0,0.9,0,0,0.342191,1,1
KoBERT,20,3,0.9,3,3,0.201956,1,1
KoBERT,20,2,1.0,2,2,0.738497,1,1
KoBERT,20,1,0.6,1,1,0.231618,1,1
KoBERT,20,2,0.95,2,2,0.738497,1,1
KoBERT,20,3,0.9,3,3,0.176325,1,1
KoBERT,20,6,0.65,6,6,0.170848,1,1
KoBERT,20,10,0.7,10,10,0.242637,1,1
KoBERT,20,8,0.75,8,8,0.289372,1,1
KoBERT,20,9,0.8,9,9,0.327259,1,1
KoBERT,20,6,0.85,6,6,0.204554,1,1
KoBERT,20,1,1.0,1,1,1.0,1,1
KoBERT,20,9,0.95,9,9,0.738497,1,1
KoBERT,20,5,0.7,5,5,0.273782,1,1
KoBERT,20,5,1.0,5,5,1.0,1,1
KoBERT,20,4,0.75,4,4,0.155124,1,1
KoBERT,20,3,0.8,3,3,0.273782,1,1
KoBERT,20,6,0.9,6,6,0.327259,1,1
KoBERT,20,2,0.75,2,2,0.395662,1,1
KoBERT,20,2,0.95,2,2,0.573615,1,1
KoBERT,20,10,0.85,10,10,0.395662,1,1
KoBERT,20,0,1.0,0,0,0.313577,1,1
KoBERT,20,3,0.75,3,3,0.230771,1,1
KoBERT,20,4,0.65,4,4,0.111601,1,1
KoBERT,20,8,0.95,8,8,0.738497,1,1
KoBERT,20,0,0.9,0,0,0.289372,1,1
KoBERT,20,5,0.85,5,5,0.395662,1,1
KoBERT,20,2,0.85,2,2,0.327259,1,1
KoBERT,20,1,0.8,1,1,0.377016,1,1
KoBERT,20,9,0.75,9,9,0.327259,1,1
KoBERT,20,3,0.6,3,3,0.130144,1,1
KoBERT,20,0,0.7,0,0,0.153329,1,1
KoBERT,20,6,0.95,6,6,0.573615,1,1
KoBERT,20,2,0.75,2,2,0.230771,1,1
KoBERT,20,1,0.7,1,1,0.273782,1,1
KoBERT,20,0,0.75,0,0,0.201956,1,1
KoBERT,20,3,0.8,3,3,0.242637,1,1
KoBERT,20,0,0.95,0,0,0.612663,1,1
KoBERT,20,9,0.85,9,9,0.46006,1,1
KoBERT,20,7,0.85,7,7,0.327259,1,1
KoBERT,20,0,1.0,0,0,0.486386,1,1
KoBERT,20,0,0.6,0,0,0.126486,1,1
KoBERT,20,3,0.95,3,3,0.284926,1,1
KoBERT,20,7,0.85,7,7,0.395662,1,1
KoBERT,20,2,0.95,2,2,0.46006,1,1
KoBERT,20,2,0.75,2,2,0.327259,1,1
KoBERT,20,6,0.65,6,6,0.211774,1,1
KoBERT,20,10,0.65,10,10,0.239266,1,1
KoBERT,20,5,0.9,5,5,0.573615,1,1
KoBERT,20,9,0.7,9,9,0.170848,1,1
KoBERT,20,3,0.7,3,3,0.155124,1,1
KoBERT,20,6,0.75,6,6,0.273782,1,1
KoBERT,20,3,1.0,3,3,0.320911,1,1
KoBERT,20,1,0.8,1,1,0.284926,1,1
KoBERT,20,3,0.75,3,3,0.289372,1,1
KoBERT,20,6,0.95,6,6,0.273782,1,1
KoBERT,20,3,0.85,3,3,0.230771,1,1
KoBERT,20,7,0.65,7,7,0.211774,1,1
KoBERT,20,8,1.0,8,8,0.464595,1,1
KoBERT,20,6,0.85,6,6,0.377016,1,1
KoBERT,20,2,0.85,2,2,0.176325,1,1
KoBERT,20,10,0.65,10,10,0.195379,1,1
KoBERT,20,5,0.95,5,5,0.46006,1,1
KoBERT,20,9,0.95,9,9,0.327259,1,1
KoBERT,20,0,0.6,0,0,0.170848,1,1
KoBERT,20,5,0.7,5,5,0.263477,1,1
KoBERT,20,10,0.65,10,10,0.239266,1,1
KoBERT,20,10,0.9,10,10,0.395662,1,1
KoBERT,20,7,0.8,7,7,0.284926,1,1
KoBERT,20,5,1.0,5,5,1.0,1,1
KoBERT,20,8,0.85,8,8,0.486386,1,1
KoBERT,20,8,0.6,8,8,0.13997,1,1
KoBERT,20,4,0.9,4,4,0.342191,1,1
KoBERT,20,9,0.85,9,9,0.263477,1,1
KoBERT,20,6,0.9,6,6,0.377016,1,1
KoBERT,20,1,0.65,1,1,0.230771,1,1
KoBERT,20,9,0.65,9,9,0.211774,1,1
KoBERT,20,8,0.85,8,8,0.395662,1,1
KoBERT,20,6,0.75,6,6,0.252046,1,1
KoBERT,20,7,0.8,7,7,0.327259,1,1
KoBERT,20,6,0.9,6,6,0.273782,1,1
KoBERT,20,8,0.75,8,8,0.30185,1,1
KoBERT,20,0,0.75,0,0,0.239266,1,1
KoBERT,20,3,0.6,3,3,0.112789,1,1
KoBERT,20,2,0.65,2,2,0.188405,1,1
KoBERT,20,0,0.8,0,0,0.239266,1,1
KoBERT,20,4,0.95,4,4,0.377016,1,1
KoBERT,20,1,0.9,1,1,0.46006,1,1
KoBERT,20,0,0.75,0,0,0.144468,1,1
KoBERT,20,9,0.65,9,9,0.155124,1,1
KoBERT,20,4,0.85,4,4,0.239266,1,1
KoBERT,20,0,0.7,0,0,0.148767,1,1
KoBERT,20,1,0.65,1,1,0.24841,1,1
KoBERT,20,3,0.7,3,3,0.155124,1,1
KoBERT,20,8,0.85,8,8,0.486386,1,1
KoBERT,20,7,0.7,7,7,0.201956,1,1
KoBERT,20,1,0.85,1,1,0.486386,1,1
KoBERT,20,4,0.6,4,4,0.170848,1,1
KoBERT,20,4,0.6,4,4,0.150456,1,1
KoBERT,20,5,0.8,5,5,0.377016,1,1
KoBERT,20,2,0.75,2,2,0.313577,1,1
KoBERT,20,0,1.0,0,0,0.348187,1,1
KoBERT,20,4,0.85,4,4,0.46006,1,1
KoBERT,20,0,0.7,0,0,0.211774,1,1
KoBERT,20,1,0.8,1,1,0.377016,1,1
KoBERT,20,6,0.9,6,6,0.395662,1,1
KoBERT,20,2,0.75,2,2,0.327259,1,1
KoBERT,20,1,0.65,1,1,0.242637,1,1
KoBERT,20,1,0.9,1,1,0.573615,1,1
KoBERT,20,1,0.95,1,1,0.612663,1,1
KoBERT,20,1,0.8,1,1,0.327259,1,1
KoBERT,20,0,0.65,0,0,0.136551,1,1
KoBERT,20,9,0.75,9,9,0.327259,1,1
KoBERT,20,3,0.85,3,3,0.464595,1,1
KoBERT,20,7,0.7,7,7,0.252046,1,1
KoBERT,20,2,0.8,2,2,0.348187,1,1
KoBERT,20,4,0.95,4,4,0.327259,1,1
KoBERT,20,3,1.0,3,3,0.395662,1,1
KoBERT,20,0,0.95,0,0,0.258281,1,1
KoBERT,20,4,0.65,4,4,0.211774,1,1
KoBERT,20,1,0.8,1,1,0.395662,1,1
KoBERT,20,7,0.75,7,7,0.252046,1,1
KoBERT,20,6,0.7,6,6,0.230771,1,1
KoBERT,20,0,0.65,0,0,0.170848,1,1
KoBERT,20,1,0.8,1,1,0.327259,1,1
KoBERT,20,6,0.9,6,6,0.313577,1,1
KoBERT,20,7,0.95,7,7,0.211774,1,1
KoBERT,20,7,0.75,7,7,0.155124,1,1
KoBERT,20,7,1.0,7,7,0.327259,1,1
KoBERT,20,4,0.95,4,4,0.284926,1,1
KoBERT,20,7,0.65,7,7,0.201956,1,1
KoBERT,20,0,0.8,0,0,0.144232,1,1
KoBERT,20,5,0.65,5,5,0.20899,1,1
KoBERT,20,9,0.95,9,9,0.395662,1,1
KoBERT,20,2,0.9,2,2,0.377016,1,1
KoBERT,20,8,0.85,8,8,0.395662,1,1
KoBERT,20,3,0.9,3,3,0.273782,1,1
KoBERT,20,10,0.6,10,10,0.150456,1,1
KoBERT,20,10,0.9,10,10,0.573615,1,1
KoBERT,20,0,0.65,0,0,0.262213,1,1
KoBERT,20,3,0.65,3,3,0.150456,1,1
KoBERT,20,6,0.8,6,6,0.297015,1,1
KoBERT,20,4,0.6,4,4,0.109696,1,1
KoBERT,20,0,0.95,0,0,0.239266,1,1
KoBERT,20,7,0.9,7,7,0.239266,1,1
KoBERT,20,2,0.75,2,2,0.170848,1,1
KoBERT,20,6,0.95,6,6,0.612663,1,1
KoBERT,20,2,0.85,2,2,0.46006,1,1
KoBERT,20,2,0.65,2,2,0.327259,1,1
KoBERT,20,5,0.9,5,5,0.573615,1,1
KoBERT,20,0,0.6,0,0,0.230771,1,1
KoBERT,20,0,0.75,0,0,0.170848,1,1
KoBERT,20,5,0.6,5,5,0.204554,1,1
KoBERT,20,4,0.9,4,4,0.173582,1,1
KoBERT,20,2,0.95,2,2,0.424587,1,1
KoBERT,20,9,0.7,9,9,0.284926,1,1
KoBERT,20,8,0.85,8,8,0.395662,1,1
KoBERT,20,5,0.75,5,5,0.252046,1,1
KoBERT,20,5,0.9,5,5,0.348187,1,1
KoBERT,20,3,0.75,3,3,0.138134,1,1
KoBERT,20,7,0.75,7,7,0.195379,1,1
KoBERT,20,9,0.75,9,9,0.239266,1,1
KoBERT,20,6,0.7,6,6,0.30185,1,1
KoBERT,20,10,1.0,10,10,0.573615,1,1
KoBERT,20,7,0.8,7,7,0.184471,1,1
KoBERT,20,1,1.0,1,1,1.0,1,1
KoBERT,20,1,0.95,1,1,0.573615,1,1
KoBERT,20,9,1.0,9,9,0.738497,1,1
KoBERT,20,8,0.8,8,8,0.327259,1,1
KoBERT,20,0,0.75,0,0,0.230771,1,1
KoBERT,20,5,0.9,5,5,0.486386,1,1
KoBERT,20,9,0.6,9,9,0.148767,1,1
KoBERT,20,10,0.85,10,10,0.327259,1,1
KoBERT,20,0,0.85,0,0,0.195088,1,1
KoBERT,20,0,0.7,0,0,0.116893,1,1
KoBERT,20,0,0.85,0,0,0.216532,1,1
KoBERT,20,1,0.7,1,1,0.239266,1,1
KoBERT,20,9,0.8,9,9,0.327259,1,1
KoBERT,20,8,0.8,8,8,0.239266,1,1
KoBERT,20,1,0.85,1,1,0.486386,1,1
KoBERT,20,1,0.8,1,1,0.313577,1,1
KoBERT,20,1,0.6,1,1,0.20899,1,1
KoBERT,20,7,0.75,7,7,0.242637,1,1
KoBERT,20,0,0.8,0,0,0.230771,1,1
KoBERT,20,0,0.8,0,0,0.258281,1,1
KoBERT,20,0,0.75,0,0,0.116062,1,1
KoBERT,20,9,0.9,9,9,0.377016,1,1
KoBERT,20,2,0.9,2,2,0.46006,1,1
KoBERT,20,8,0.9,8,8,0.486386,1,1
KoBERT,20,1,0.9,1,1,0.573615,1,1
KoBERT,20,9,0.65,9,9,0.289372,1,1
KoBERT,20,6,0.9,6,6,0.313577,1,1
KoBERT,20,9,0.9,9,9,0.395662,1,1
KoBERT,20,0,0.65,0,0,0.125158,1,1
KoBERT,20,6,0.7,6,6,0.195379,1,1
KoBERT,20,4,1.0,4,4,0.46006,1,1
KoBERT,20,1,0.65,1,1,0.239266,1,1
KoBERT,20,1,0.65,1,1,0.242637,1,1
KoBERT,20,0,0.65,0,0,0.219522,1,1
KoBERT,20,9,1.0,9,9,0.395662,1,1
KoBERT,20,6,0.75,6,6,0.284926,1,1
KoBERT,20,3,0.85,3,3,0.342191,1,1
KoBERT,20,2,0.85,2,2,0.327259,1,1
KoBERT,20,0,0.75,0,0,0.219522,1,1
KoBERT,20,9,0.9,9,9,0.395662,1,1
KoBERT,20,2,0.95,2,2,0.289372,1,1
KoBERT,20,3,0.6,3,3,0.107471,1,1
KoBERT,20,8,0.75,8,8,0.242637,1,1
KoBERT,20,6,0.85,6,6,0.242637,1,1
KoBERT,20,3,0.7,3,3,0.230771,1,1
KoBERT,20,9,0.7,9,9,0.176325,1,1
KoBERT,20,9,1.0,9,9,0.327259,1,1
KoBERT,20,8,0.65,8,8,0.230771,1,1
KoBERT,20,2,0.7,2,2,0.310176,1,1
KoBERT,20,4,0.75,4,4,0.230771,1,1
KoBERT,20,5,0.8,5,5,0.313577,1,1
KoBERT,20,10,0.75,10,10,0.201956,1,1
KoBERT,20,9,0.65,9,9,0.201956,1,1
KoBERT,20,0,0.65,0,0,0.111601,1,1
KoBERT,20,10,0.75,10,10,0.284926,1,1
KoBERT,20,10,0.9,10,10,0.46006,1,1
KoBERT,20,10,0.65,10,10,0.230771,1,1
KoBERT,20,7,0.85,7,7,0.273782,1,1
KoBERT,20,1,0.7,1,1,0.273782,1,1
KoBERT,20,2,1.0,2,2,0.573615,1,1
KoBERT,20,6,0.75,6,6,0.273782,1,1
KoBERT,20,7,0.85,7,7,0.327259,1,1
KoBERT,20,2,0.75,2,2,0.327259,1,1
KoBERT,20,4,0.85,4,4,0.377016,1,1
KoBERT,20,0,0.65,0,0,0.20899,1,1
KoBERT,20,1,0.6,1,1,0.170848,1,1
KoBERT,20,2,0.9,2,2,0.377016,1,1
KoBERT,20,8,0.85,8,8,0.313577,1,1
KoBERT,20,10,0.85,10,10,0.46006,1,1
KoBERT,20,2,0.85,2,2,0.284926,1,1
KoBERT,20,7,0.95,7,7,0.46006,1,1
KoBERT,20,9,0.75,9,9,0.263477,1,1
KoBERT,20,10,0.95,10,10,0.738497,1,1
KoBERT,20,7,0.65,7,7,0.155124,1,1
KoBERT,20,3,0.75,3,3,0.193406,1,1
KoBERT,20,4,0.65,4,4,0.195379,1,1
KoBERT,20,6,0.9,6,6,0.377016,1,1
KoBERT,20,8,0.75,8,8,0.230771,1,1
KoBERT,20,7,0.8,7,7,0.313577,1,1
KoBERT,20,1,0.8,1,1,0.395662,1,1
KoBERT,20,2,0.6,2,2,0.123212,1,1
KoBERT,20,6,0.65,6,6,0.184471,1,1
KoBERT,20,1,0.7,1,1,0.239266,1,1
KoBERT,20,9,0.9,9,9,0.377016,1,1
KoBERT,20,0,0.8,0,0,0.195379,1,1
KoBERT,20,0,0.75,0,0,0.165387,1,1
KoBERT,20,0,0.65,0,0,0.116062,1,1
KoBERT,20,5,0.7,5,5,0.289372,1,1
KoBERT,20,9,0.8,9,9,0.24841,1,1
KoBERT,20,8,1.0,8,8,0.573615,1,1
KoBERT,20,4,0.7,4,4,0.195379,1,1
KoBERT,20,10,0.65,10,10,0.163347,1,1
KoBERT,20,2,0.8,2,2,0.273782,1,1
KoBERT,20,2,0.6,2,2,0.178485,1,1
KoBERT,20,8,0.85,8,8,0.348187,1,1
KoBERT,20,6,0.65,6,6,0.165701,1,1
KoBERT,20,5,0.8,5,5,0.348187,1,1
KoBERT,20,0,0.75,0,0,0.182165,1,1
KoBERT,20,9,0.85,9,9,0.395662,1,1
KoBERT,20,6,0.9,6,6,0.46006,1,1
KoBERT,20,2,0.75,2,2,0.327259,1,1
KoBERT,20,9,0.9,9,9,0.395662,1,1
KoBERT,20,5,0.85,5,5,0.365138,1,1
KoBERT,20,0,0.85,0,0,0.284926,1,1
KoBERT,20,3,0.8,3,3,0.178485,1,1
KoBERT,20,1,0.6,1,1,0.201956,1,1
KoBERT,20,8,0.85,8,8,0.327259,1,1
KoBERT,20,4,0.95,4,4,0.348187,1,1
KoBERT,20,6,0.9,6,6,0.573615,1,1
KoBERT,20,9,0.8,9,9,0.230771,1,1
KoBERT,20,10,0.85,10,10,0.289372,1,1
KoBERT,20,4,0.75,4,4,0.170848,1,1
KoBERT,20,8,0.7,8,8,0.239266,1,1
KoBERT,20,9,1.0,9,9,0.377016,1,1
TF-IDF + LR,50,0,0.84,0,0,0.191422,1,1
TF-IDF + LR,50,7,0.8,7,7,0.237399,1,1
TF-IDF + LR,50,3,0.72,3,3,0.153881,1,1
TF-IDF + LR,50,10,0.86,10,10,0.314644,1,1
TF-IDF + LR,50,6,0.78,6,6,0.275934,1,1
TF-IDF + LR,50,1,0.88,1,1,0.473238,1,1
TF-IDF + LR,50,5,0.98,5,5,0.604397,1,1
TF-IDF + LR,50,6,0.9,6,6,0.341919,1,1
TF-IDF + LR,50,8,0.64,8,8,0.198899,1,1
TF-IDF + LR,50,9,0.72,9,9,0.184921,1,1
TF-IDF + LR,50,4,0.74,4,4,0.184776,1,1
TF-IDF + LR,50,9,0.7,9,9,0.208049,1,1
TF-IDF + LR,50,10,0.94,10,10,0.489009,1,1
TF-IDF + LR,50,6,0.76,6,6,0.176287,1,1
TF-IDF + LR,50,7,0.94,7,7,0.239558,1,1
TF-IDF + LR,50,2,0.7,2,2,0.207229,1,1
TF-IDF + LR,50,1,0.64,1,1,0.190505,1,1
TF-IDF + LR,50,4,0.66,4,4,0.132498,1,1
TF-IDF + LR,50,0,0.78,0,0,0.210037,1,1
TF-IDF + LR,50,5,0.92,5,5,0.39222,1,1
TF-IDF + LR,50,8,0.84,8,8,0.29404,1,1
TF-IDF + LR,50,3,1.0,3,3,0.380767,1,1
TF-IDF + LR,50,8,0.88,8,8,0.412917,1,1
TF-IDF + LR,50,5,0.68,5,5,0.209585,1,1
TF-IDF + LR,50,3,0.74,3,3,0.183322,1,1
TF-IDF + LR,50,4,0.74,4,4,0.138309,1,1
TF-IDF + LR,50,10,0.94,10,10,0.529042,1,1
TF-IDF + LR,50,6,0.94,6,6,0.416004,1,1
TF-IDF + LR,50,5,0.64,5,5,0.19547,1,1
TF-IDF + LR,50,3,0.64,3,3,0.146924,1,1
TF-IDF + LR,50,8,0.76,8,8,0.264559,1,1
TF-IDF + LR,50,4,0.9,4,4,0.311433,1,1
TF-IDF + LR,50,6,0.7,6,6,0.210626,1,1
TF-IDF + LR,50,0,0.84,0,0,0.25518,1,1
TF-IDF + LR,50,0,0.98,0,0,0.359274,1,1
TF-IDF + LR,50,3,0.64,3,3,0.112105,1,1
TF-IDF + LR,50,0,0.88,0,0,0.203615,1,1
TF-IDF + LR,50,2,0.94,2,2,0.380411,1,1
TF-IDF + LR,50,5,0.62,5,5,0.161598,1,1
TF-IDF + LR,50,7,0.9,7,7,0.271563,1,1
TF-IDF + LR,50,8,0.62,8,8,0.184364,1,1
TF-IDF + LR,50,6,0.64,6,6,0.161879,1,1
TF-IDF + LR,50,10,0.72,10,10,0.236589,1,1
TF-IDF + LR,50,4,0.78,4,4,0.235516,1,1
TF-IDF + LR,50,10,0.82,10,10,0.346505,1,1
TF-IDF + LR,50,0,0.98,0,0,0.424411,1,1
TF-IDF + LR,50,6,0.94,6,6,0.318627,1,1
TF-IDF + LR,50,1,0.74,1,1,0.259147,1,1
TF-IDF + LR,50,2,0.98,2,2,0.679907,1,1
TF-IDF + LR,50,9,0.78,9,9,0.341919,1,1
TF-IDF + LR,50,1,1.0,1,1,0.500126,1,1
TF-IDF + LR,50,9,0.96,9,9,0.455997,1,1
TF-IDF + LR,50,3,0.92,3,3,0.203618,1,1
TF-IDF + LR,50,5,0.64,5,5,0.186352,1,1
TF-IDF + LR,50,8,0.82,8,8,0.30641,1,1
TF-IDF + LR,50,8,0.68,8,8,0.200975,1,1
TF-IDF + LR,50,3,0.96,3,3,0.262845,1,1
TF-IDF + LR,50,3,0.94,3,3,0.268505,1,1
TF-IDF + LR,50,6,0.64,6,6,0.16606,1,1
TF-IDF + LR,50,10,0.84,10,10,0.361792,1,1
TF-IDF + LR,50,10,0.64,10,10,0.190505,1,1
TF-IDF + LR,50,10,0.96,10,10,0.529042,1,1
TF-IDF + LR,50,5,1.0,5,5,0.708127,1,1
TF-IDF + LR,50,4,0.94,4,4,0.310719,1,1
TF-IDF + LR,50,7,0.88,7,7,0.205294,1,1
TF-IDF + LR,50,3,0.74,3,3,0.180184,1,1
TF-IDF + LR,50,2,0.8,2,2,0.199037,1,1
TF-IDF + LR,50,6,0.94,6,6,0.384857,1,1
TF-IDF + LR,50,4,0.68,4,4,0.156702,1,1
TF-IDF + LR,50,6,0.68,6,6,0.214659,1,1
TF-IDF + LR,50,0,0.72,0,0,0.167282,1,1
TF-IDF + LR,50,6,0.92,6,6,0.380411,1,1
TF-IDF + LR,50,8,0.72,8,8,0.225006,1,1
TF-IDF + LR,50,6,0.6,6,6,0.14636,1,1
TF-IDF + LR,50,2,0.84,2,2,0.301578,1,1
TF-IDF + LR,50,7,0.82,7,7,0.256592,1,1
TF-IDF + LR,50,7,0.82,7,7,0.16659,1,1
TF-IDF + LR,50,6,0.84,6,6,0.238252,1,1
TF-IDF + LR,50,1,0.8,1,1,0.294955,1,1
TF-IDF + LR,50,1,0.98,1,1,0.541781,1,1
TF-IDF + LR,50,3,0.76,3,3,0.177972,1,1
TF-IDF + LR,50,1,0.76,1,1,0.300377,1,1
TF-IDF + LR,50,8,0.64,8,8,0.192349,1,1
TF-IDF + LR,50,7,0.76,7,7,0.202478,1,1
TF-IDF + LR,50,3,0.9,3,3,0.226832,1,1
TF-IDF + LR,50,4,0.66,4,4,0.15217,1,1
TF-IDF + LR,50,0,0.74,0,0,0.211678,1,1
TF-IDF + LR,50,10,0.68,10,10,0.223384,1,1
TF-IDF + LR,50,7,0.6,7,7,0.10533,1,1
TF-IDF + LR,50,9,0.74,9,9,0.198276,1,1
TF-IDF + LR,50,5,0.64,5,5,0.193897,1,1
TF-IDF + LR,50,5,0.68,5,5,0.20791,1,1
TF-IDF + LR,50,8,0.8,8,8,0.287517,1,1
TF-IDF + LR,50,8,0.78,8,8,0.30641,1,1
TF-IDF + LR,50,10,0.76,10,10,0.22882,1,1
TF-IDF + LR,50,10,0.92,10,10,0.443924,1,1
TF-IDF + LR,50,8,0.72,8,8,0.22079,1,1
TF-IDF + LR,50,4,0.94,4,4,0.242055,1,1
TF-IDF + LR,50,4,0.78,4,4,0.209585,1,1
TF-IDF + LR,50,1,0.96,1,1,0.529042,1,1
TF-IDF + LR,50,10,0.76,10,10,0.275934,1,1
TF-IDF + LR,50,7,0.72,7,7,0.167607,1,1
TF-IDF + LR,50,3,0.92,3,3,0.206188,1,1
TF-IDF + LR,50,6,0.84,6,6,0.324832,1,1
TF-IDF + LR,50,10,0.8,10,10,0.311433,1,1
TF-IDF + LR,50,0,0.7,0,0,0.156702,1,1
